"idServidor","horario","valorLido"
"10:5b:ad:fa:55:af","2022-08-03 12:37:33",8.8
"10:5b:ad:fa:55:af","2022-08-03 14:30:53",30.5
"10:5b:ad:fa:55:af","2022-08-03 16:24:13",4.1
"10:5b:ad:fa:55:af","2022-08-03 18:17:32",17.4
"10:5b:ad:fa:55:af","2022-08-03 20:10:52",3.9
"10:5b:ad:fa:55:af","2022-08-03 22:04:12",1.1
"10:5b:ad:fa:55:af","2022-08-03 23:57:31",2.2
"10:5b:ad:fa:55:af","2022-08-04 01:50:51",35.1
"10:5b:ad:fa:55:af","2022-08-04 03:44:11",36.4
"10:5b:ad:fa:55:af","2022-08-04 05:37:30",5.1
"10:5b:ad:fa:55:af","2022-08-04 07:30:50",37
"10:5b:ad:fa:55:af","2022-08-04 09:24:10",25.9
"10:5b:ad:fa:55:af","2022-08-04 11:17:29",7.1
"10:5b:ad:fa:55:af","2022-08-04 13:10:49",58.7
"10:5b:ad:fa:55:af","2022-08-04 15:04:09",15.1
"10:5b:ad:fa:55:af","2022-08-04 16:57:28",41.1
"10:5b:ad:fa:55:af","2022-08-04 18:50:48",24.3
"10:5b:ad:fa:55:af","2022-08-04 20:44:08",66.7
"10:5b:ad:fa:55:af","2022-08-04 22:37:27",9.5
"10:5b:ad:fa:55:af","2022-08-05 00:30:47",12.8
"10:5b:ad:fa:55:af","2022-08-05 02:24:07",9.5
"10:5b:ad:fa:55:af","2022-08-05 04:17:26",21.2
"10:5b:ad:fa:55:af","2022-08-05 06:10:46",15.7
"10:5b:ad:fa:55:af","2022-08-05 08:04:05",39.8
"10:5b:ad:fa:55:af","2022-08-05 09:57:25",37.8
"10:5b:ad:fa:55:af","2022-08-05 11:50:45",4.2
"10:5b:ad:fa:55:af","2022-08-05 13:44:04",11.3
"10:5b:ad:fa:55:af","2022-08-05 15:37:24",30.5
"10:5b:ad:fa:55:af","2022-08-05 17:30:44",53.1
"10:5b:ad:fa:55:af","2022-08-05 19:24:03",6.1
"10:5b:ad:fa:55:af","2022-08-05 21:17:23",5.1
"10:5b:ad:fa:55:af","2022-08-05 23:10:43",37.8
"10:5b:ad:fa:55:af","2022-08-06 01:04:02",66.7
"10:5b:ad:fa:55:af","2022-08-06 02:57:22",12.8
"10:5b:ad:fa:55:af","2022-08-06 04:50:42",58.7
"10:5b:ad:fa:55:af","2022-08-06 06:44:01",20.2
"10:5b:ad:fa:55:af","2022-08-06 08:37:21",53.1
"10:5b:ad:fa:55:af","2022-08-06 10:30:41",22.5
"10:5b:ad:fa:55:af","2022-08-06 12:24:00",71.6
"10:5b:ad:fa:55:af","2022-08-06 14:17:20",25.9
"10:5b:ad:fa:55:af","2022-08-06 16:10:40",71.6
"10:5b:ad:fa:55:af","2022-08-06 18:03:59",50.3
"10:5b:ad:fa:55:af","2022-08-06 19:57:19",1.3
"10:5b:ad:fa:55:af","2022-08-06 21:50:39",19.5
"10:5b:ad:fa:55:af","2022-08-06 23:43:58",8.8
"10:5b:ad:fa:55:af","2022-08-07 01:37:18",9.5
"10:5b:ad:fa:55:af","2022-08-07 03:30:38",33.5
"10:5b:ad:fa:55:af","2022-08-07 05:23:57",66.7
"10:5b:ad:fa:55:af","2022-08-07 07:17:17",27.9
"10:5b:ad:fa:55:af","2022-08-07 09:10:37",74.4
"10:5b:ad:fa:55:af","2022-08-07 11:03:56",7.1
"10:5b:ad:fa:55:af","2022-08-07 12:57:16",15.1
"10:5b:ad:fa:55:af","2022-08-07 14:50:36",11.3
"10:5b:ad:fa:55:af","2022-08-07 16:43:55",22.4
"10:5b:ad:fa:55:af","2022-08-07 18:37:15",14.9
"10:5b:ad:fa:55:af","2022-08-07 20:30:35",21.2
"10:5b:ad:fa:55:af","2022-08-07 22:23:54",27.9
"10:5b:ad:fa:55:af","2022-08-08 00:17:14",9.1
"10:5b:ad:fa:55:af","2022-08-08 02:10:33",9.5
"10:5b:ad:fa:55:af","2022-08-08 04:03:53",39.3
"10:5b:ad:fa:55:af","2022-08-08 05:57:13",5.1
"10:5b:ad:fa:55:af","2022-08-08 07:50:32",74.4
"10:5b:ad:fa:55:af","2022-08-08 09:43:52",39.8
"10:5b:ad:fa:55:af","2022-08-08 11:37:12",66.7
"10:5b:ad:fa:55:af","2022-08-08 13:30:31",11.3
"10:5b:ad:fa:55:af","2022-08-08 15:23:51",7
"10:5b:ad:fa:55:af","2022-08-08 17:17:11",11.3
"10:5b:ad:fa:55:af","2022-08-08 19:10:30",5.1
"10:5b:ad:fa:55:af","2022-08-08 21:03:50",21.2
"10:5b:ad:fa:55:af","2022-08-08 22:57:10",68.6
"10:5b:ad:fa:55:af","2022-08-09 00:50:29",50.5
"10:5b:ad:fa:55:af","2022-08-09 02:43:49",2.2
"10:5b:ad:fa:55:af","2022-08-09 04:37:09",2.7
"10:5b:ad:fa:55:af","2022-08-09 06:30:28",54.6
"10:5b:ad:fa:55:af","2022-08-09 08:23:48",92
"10:5b:ad:fa:55:af","2022-08-09 10:17:08",15.7
"10:5b:ad:fa:55:af","2022-08-09 12:10:27",68.6
"10:5b:ad:fa:55:af","2022-08-09 14:03:47",50.5
"10:5b:ad:fa:55:af","2022-08-09 15:57:07",12.2
"10:5b:ad:fa:55:af","2022-08-09 17:50:26",54.9
"10:5b:ad:fa:55:af","2022-08-09 19:43:46",4.2
"10:5b:ad:fa:55:af","2022-08-09 21:37:06",4.1
"10:5b:ad:fa:55:af","2022-08-09 23:30:25",6.1
"10:5b:ad:fa:55:af","2022-08-10 01:23:45",18.4
"10:5b:ad:fa:55:af","2022-08-10 03:17:05",30.5
"10:5b:ad:fa:55:af","2022-08-10 05:10:24",14.9
"10:5b:ad:fa:55:af","2022-08-10 07:03:44",2.2
"10:5b:ad:fa:55:af","2022-08-10 08:57:04",24
"10:5b:ad:fa:55:af","2022-08-10 10:50:23",28.2
"10:5b:ad:fa:55:af","2022-08-10 12:43:43",50.5
"10:5b:ad:fa:55:af","2022-08-10 14:37:02",56.8
"10:5b:ad:fa:55:af","2022-08-10 16:30:22",24.3
"10:5b:ad:fa:55:af","2022-08-10 18:23:42",16
"10:5b:ad:fa:55:af","2022-08-10 20:17:01",7.1
"10:5b:ad:fa:55:af","2022-08-10 22:10:21",31.2
"10:5b:ad:fa:55:af","2022-08-11 00:03:41",7
"10:5b:ad:fa:55:af","2022-08-11 01:57:00",66.2
"10:5b:ad:fa:55:af","2022-08-11 03:50:20",11.7
"10:5b:ad:fa:55:af","2022-08-11 05:43:40",50.3
"10:5b:ad:fa:55:af","2022-08-11 07:36:59",24
"10:5b:ad:fa:55:af","2022-08-11 09:30:19",7.1
"10:5b:ad:fa:55:af","2022-08-11 11:23:39",6.1
"10:5b:ad:fa:55:af","2022-08-11 13:16:58",9.1
"10:5b:ad:fa:55:af","2022-08-11 15:10:18",16
"10:5b:ad:fa:55:af","2022-08-11 17:03:38",27.1
"10:5b:ad:fa:55:af","2022-08-11 18:56:57",7
"10:5b:ad:fa:55:af","2022-08-11 20:50:17",1.3
"10:5b:ad:fa:55:af","2022-08-11 22:43:37",10.2
"10:5b:ad:fa:55:af","2022-08-12 00:36:56",37
"10:5b:ad:fa:55:af","2022-08-12 02:30:16",28
"10:5b:ad:fa:55:af","2022-08-12 04:23:36",7.3
"10:5b:ad:fa:55:af","2022-08-12 06:16:55",22.5
"10:5b:ad:fa:55:af","2022-08-12 08:10:15",5.9
"10:5b:ad:fa:55:af","2022-08-12 10:03:35",30.5
"10:5b:ad:fa:55:af","2022-08-12 11:56:54",28.2
"10:5b:ad:fa:55:af","2022-08-12 13:50:14",25.9
"10:5b:ad:fa:55:af","2022-08-12 15:43:34",12.2
"10:5b:ad:fa:55:af","2022-08-12 17:36:53",54.6
"10:5b:ad:fa:55:af","2022-08-12 19:30:13",26.4
"10:5b:ad:fa:55:af","2022-08-12 21:23:33",1.1
"10:5b:ad:fa:55:af","2022-08-12 23:16:52",7
"10:5b:ad:fa:55:af","2022-08-13 01:10:12",7.3
"10:5b:ad:fa:55:af","2022-08-13 03:03:32",3.9
"10:5b:ad:fa:55:af","2022-08-13 04:56:51",39.8
"10:5b:ad:fa:55:af","2022-08-13 06:50:11",15.7
"10:5b:ad:fa:55:af","2022-08-13 08:43:30",50.3
"10:5b:ad:fa:55:af","2022-08-13 10:36:50",33.5
"10:5b:ad:fa:55:af","2022-08-13 12:30:10",26.4
"10:5b:ad:fa:55:af","2022-08-13 14:23:29",25.9
"10:5b:ad:fa:55:af","2022-08-13 16:16:49",21.2
"10:5b:ad:fa:55:af","2022-08-13 18:10:09",54.9
"10:5b:ad:fa:55:af","2022-08-13 20:03:28",60
"10:5b:ad:fa:55:af","2022-08-13 21:56:48",60
"10:5b:ad:fa:55:af","2022-08-13 23:50:08",7.9
"10:5b:ad:fa:55:af","2022-08-14 01:43:27",28
"10:5b:ad:fa:55:af","2022-08-14 03:36:47",7
"10:5b:ad:fa:55:af","2022-08-14 05:30:07",28.2
"10:5b:ad:fa:55:af","2022-08-14 07:23:26",27.1
"10:5b:ad:fa:55:af","2022-08-14 09:16:46",74.4
"10:5b:ad:fa:55:af","2022-08-14 11:10:06",2.7
"10:5b:ad:fa:55:af","2022-08-14 13:03:25",17.4
"10:5b:ad:fa:55:af","2022-08-14 14:56:45",47.6
"10:5b:ad:fa:55:af","2022-08-14 16:50:05",71.6
"10:5b:ad:fa:55:af","2022-08-14 18:43:24",7.3
"10:5b:ad:fa:55:af","2022-08-14 20:36:44",50.3
"10:5b:ad:fa:55:af","2022-08-14 22:30:04",22.5
"10:5b:ad:fa:55:af","2022-08-15 00:23:23",58.7
"10:5b:ad:fa:55:af","2022-08-15 02:16:43",31.2
"10:5b:ad:fa:55:af","2022-08-15 04:10:03",47.6
"10:5b:ad:fa:55:af","2022-08-15 06:03:22",36.4
"10:5b:ad:fa:55:af","2022-08-15 07:56:42",4.1
"10:5b:ad:fa:55:af","2022-08-15 09:50:02",19.5
"10:5b:ad:fa:55:af","2022-08-15 11:43:21",71.6
"10:5b:ad:fa:55:af","2022-08-15 13:36:41",56.8
"10:5b:ad:fa:55:af","2022-08-15 15:30:01",4.1
"10:5b:ad:fa:55:af","2022-08-15 17:23:20",29.7
"10:5b:ad:fa:55:af","2022-08-15 19:16:40",11.1
"10:5b:ad:fa:55:af","2022-08-15 21:10:00",10.2
"10:5b:ad:fa:55:af","2022-08-15 23:03:19",35.5
"10:5b:ad:fa:55:af","2022-08-16 00:56:39",11
"10:5b:ad:fa:55:af","2022-08-16 02:49:58",11.3
"10:5b:ad:fa:55:af","2022-08-16 04:43:18",35.5
"10:5b:ad:fa:55:af","2022-08-16 06:36:38",2.2
"10:5b:ad:fa:55:af","2022-08-16 08:29:57",27.9
"10:5b:ad:fa:55:af","2022-08-16 10:23:17",93.6
"10:5b:ad:fa:55:af","2022-08-16 12:16:37",15.1
"10:5b:ad:fa:55:af","2022-08-16 14:09:56",9.7
"10:5b:ad:fa:55:af","2022-08-16 16:03:16",11.7
"10:5b:ad:fa:55:af","2022-08-16 17:56:36",7.3
"10:5b:ad:fa:55:af","2022-08-16 19:49:55",50.3
"10:5b:ad:fa:55:af","2022-08-16 21:43:15",3.9
"10:5b:ad:fa:55:af","2022-08-16 23:36:35",74.4
"10:5b:ad:fa:55:af","2022-08-17 01:29:54",7.1
"10:5b:ad:fa:55:af","2022-08-17 03:23:14",28
"10:5b:ad:fa:55:af","2022-08-17 05:16:34",74.4
"10:5b:ad:fa:55:af","2022-08-17 07:09:53",11.7
"10:5b:ad:fa:55:af","2022-08-17 09:03:13",50.5
"10:5b:ad:fa:55:af","2022-08-17 10:56:33",5.1
"10:5b:ad:fa:55:af","2022-08-17 12:49:52",29.7
"10:5b:ad:fa:55:af","2022-08-17 14:43:12",15.1
"10:5b:ad:fa:55:af","2022-08-17 16:36:32",11.3
"10:5b:ad:fa:55:af","2022-08-17 18:29:51",26.6
"10:5b:ad:fa:55:af","2022-08-17 20:23:11",11.3
"10:5b:ad:fa:55:af","2022-08-17 22:16:31",47.6
"10:5b:ad:fa:55:af","2022-08-18 00:09:50",3.9
"10:5b:ad:fa:55:af","2022-08-18 02:03:10",24.3
"10:5b:ad:fa:55:af","2022-08-18 03:56:30",71.6
"10:5b:ad:fa:55:af","2022-08-18 05:49:49",24
"10:5b:ad:fa:55:af","2022-08-18 07:43:09",3.9
"10:5b:ad:fa:55:af","2022-08-18 09:36:29",1.1
"10:5b:ad:fa:55:af","2022-08-18 11:29:48",15.4
"10:5b:ad:fa:55:af","2022-08-18 13:23:08",3.2
"10:5b:ad:fa:55:af","2022-08-18 15:16:28",27.9
"10:5b:ad:fa:55:af","2022-08-18 17:09:47",2.2
"10:5b:ad:fa:55:af","2022-08-18 19:03:07",16
"10:5b:ad:fa:55:af","2022-08-18 20:56:26",5.9
"10:5b:ad:fa:55:af","2022-08-18 22:49:46",12.8
"10:5b:ad:fa:55:af","2022-08-19 00:43:06",74.4
"10:5b:ad:fa:55:af","2022-08-19 02:36:25",7.3
"10:5b:ad:fa:55:af","2022-08-19 04:29:45",22.5
"10:5b:ad:fa:55:af","2022-08-19 06:23:05",50.5
"10:5b:ad:fa:55:af","2022-08-19 08:16:24",11
"10:5b:ad:fa:55:af","2022-08-19 10:09:44",11.3
"10:5b:ad:fa:55:af","2022-08-19 12:03:04",2.2
"10:5b:ad:fa:55:af","2022-08-19 13:56:23",4.1
"10:5b:ad:fa:55:af","2022-08-19 15:49:43",2.2
"10:5b:ad:fa:55:af","2022-08-19 17:43:03",31.2
"10:5b:ad:fa:55:af","2022-08-19 19:36:22",6.1
"10:5b:ad:fa:55:af","2022-08-19 21:29:42",19.5
"10:5b:ad:fa:55:af","2022-08-19 23:23:02",3.9
"10:5b:ad:fa:55:af","2022-08-20 01:16:21",28.2
"10:5b:ad:fa:55:af","2022-08-20 03:09:41",22.6
"10:5b:ad:fa:55:af","2022-08-20 05:03:01",93.6
"10:5b:ad:fa:55:af","2022-08-20 06:56:20",11.3
"10:5b:ad:fa:55:af","2022-08-20 08:49:40",71.6
"10:5b:ad:fa:55:af","2022-08-20 10:43:00",1.1
"10:5b:ad:fa:55:af","2022-08-20 12:36:19",50.3
"10:5b:ad:fa:55:af","2022-08-20 14:29:39",9.1
"10:5b:ad:fa:55:af","2022-08-20 16:22:59",92
"10:5b:ad:fa:55:af","2022-08-20 18:16:18",19.5
"10:5b:ad:fa:55:af","2022-08-20 20:09:38",41.1
"10:5b:ad:fa:55:af","2022-08-20 22:02:58",53.1
"10:5b:ad:fa:55:af","2022-08-20 23:56:17",7.3
"10:5b:ad:fa:55:af","2022-08-21 01:49:37",54.6
"10:5b:ad:fa:55:af","2022-08-21 03:42:57",22.4
"10:5b:ad:fa:55:af","2022-08-21 05:36:16",27.1
"10:5b:ad:fa:55:af","2022-08-21 07:29:36",11.3
"10:5b:ad:fa:55:af","2022-08-21 09:22:56",5.9
"10:5b:ad:fa:55:af","2022-08-21 11:16:15",2.7
"10:5b:ad:fa:55:af","2022-08-21 13:09:35",20.3
"10:5b:ad:fa:55:af","2022-08-21 15:02:54",68.6
"10:5b:ad:fa:55:af","2022-08-21 16:56:14",12.2
"10:5b:ad:fa:55:af","2022-08-21 18:49:34",2.9
"10:5b:ad:fa:55:af","2022-08-21 20:42:53",74.4
"10:5b:ad:fa:55:af","2022-08-21 22:36:13",22.4
"10:5b:ad:fa:55:af","2022-08-22 00:29:33",7
"10:5b:ad:fa:55:af","2022-08-22 02:22:52",37
"10:5b:ad:fa:55:af","2022-08-22 04:16:12",14.9
"10:5b:ad:fa:55:af","2022-08-22 06:09:32",6.1
"10:5b:ad:fa:55:af","2022-08-22 08:02:51",4.2
"10:5b:ad:fa:55:af","2022-08-22 09:56:11",41.1
"10:5b:ad:fa:55:af","2022-08-22 11:49:31",9.5
"10:5b:ad:fa:55:af","2022-08-22 13:42:50",20.3
"10:5b:ad:fa:55:af","2022-08-22 15:36:10",39.3
"10:5b:ad:fa:55:af","2022-08-22 17:29:30",93.6
"10:5b:ad:fa:55:af","2022-08-22 19:22:49",11
"10:5b:ad:fa:55:af","2022-08-22 21:16:09",41.1
"10:5b:ad:fa:55:af","2022-08-22 23:09:29",9.7
"10:5b:ad:fa:55:af","2022-08-23 01:02:48",9.5
"10:5b:ad:fa:55:af","2022-08-23 02:56:08",11
"10:5b:ad:fa:55:af","2022-08-23 04:49:28",46.5
"10:5b:ad:fa:55:af","2022-08-23 06:42:47",2.2
"10:5b:ad:fa:55:af","2022-08-23 08:36:07",22.5
"10:5b:ad:fa:55:af","2022-08-23 10:29:27",10.2
"10:5b:ad:fa:55:af","2022-08-23 12:22:46",22.5
"10:5b:ad:fa:55:af","2022-08-23 14:16:06",74.4
"10:5b:ad:fa:55:af","2022-08-23 16:09:26",26.4
"10:5b:ad:fa:55:af","2022-08-23 18:02:45",20.3
"10:5b:ad:fa:55:af","2022-08-23 19:56:05",74.4
"10:5b:ad:fa:55:af","2022-08-23 21:49:25",29.7
"10:5b:ad:fa:55:af","2022-08-23 23:42:44",9.7
"10:5b:ad:fa:55:af","2022-08-24 01:36:04",29.7
"10:5b:ad:fa:55:af","2022-08-24 03:29:23",9.7
"10:5b:ad:fa:55:af","2022-08-24 05:22:43",54.6
"10:5b:ad:fa:55:af","2022-08-24 07:16:03",7.9
"10:5b:ad:fa:55:af","2022-08-24 09:09:22",7.1
"10:5b:ad:fa:55:af","2022-08-24 11:02:42",2.9
"10:5b:ad:fa:55:af","2022-08-24 12:56:02",41.1
"10:5b:ad:fa:55:af","2022-08-24 14:49:21",37
"10:5b:ad:fa:55:af","2022-08-24 16:42:41",14.9
"10:5b:ad:fa:55:af","2022-08-24 18:36:01",15.7
"10:5b:ad:fa:55:af","2022-08-24 20:29:20",56.8
"10:5b:ad:fa:55:af","2022-08-24 22:22:40",39.8
"10:5b:ad:fa:55:af","2022-08-25 00:16:00",8.8
"10:5b:ad:fa:55:af","2022-08-25 02:09:19",28
"10:5b:ad:fa:55:af","2022-08-25 04:02:39",37
"10:5b:ad:fa:55:af","2022-08-25 05:55:59",33.5
"10:5b:ad:fa:55:af","2022-08-25 07:49:18",3.9
"10:5b:ad:fa:55:af","2022-08-25 09:42:38",4.1
"10:5b:ad:fa:55:af","2022-08-25 11:35:58",7.3
"10:5b:ad:fa:55:af","2022-08-25 13:29:17",5.9
"10:5b:ad:fa:55:af","2022-08-25 15:22:37",11
"10:5b:ad:fa:55:af","2022-08-25 17:15:57",36.4
"10:5b:ad:fa:55:af","2022-08-25 19:09:16",5.1
"10:5b:ad:fa:55:af","2022-08-25 21:02:36",22.6
"10:5b:ad:fa:55:af","2022-08-25 22:55:56",60
"10:5b:ad:fa:55:af","2022-08-26 00:49:15",7.9
"10:5b:ad:fa:55:af","2022-08-26 02:42:35",66.7
"10:5b:ad:fa:55:af","2022-08-26 04:35:55",21.2
"10:5b:ad:fa:55:af","2022-08-26 06:29:14",58.7
"10:5b:ad:fa:55:af","2022-08-26 08:22:34",37.8
"10:5b:ad:fa:55:af","2022-08-26 10:15:54",50.3
"10:5b:ad:fa:55:af","2022-08-26 12:09:13",5.1
"10:5b:ad:fa:55:af","2022-08-26 14:02:33",22.4
"10:5b:ad:fa:55:af","2022-08-26 15:55:53",3.2
"10:5b:ad:fa:55:af","2022-08-26 17:49:12",6.1
"10:5b:ad:fa:55:af","2022-08-26 19:42:32",31.2
"10:5b:ad:fa:55:af","2022-08-26 21:35:51",50.3
"10:5b:ad:fa:55:af","2022-08-26 23:29:11",11.1
"10:5b:ad:fa:55:af","2022-08-27 01:22:31",74.4
"10:5b:ad:fa:55:af","2022-08-27 03:15:50",68.6
"10:5b:ad:fa:55:af","2022-08-27 05:09:10",11.3
"10:5b:ad:fa:55:af","2022-08-27 07:02:30",30.5
"10:5b:ad:fa:55:af","2022-08-27 08:55:49",54.6
"10:5b:ad:fa:55:af","2022-08-27 10:49:09",58.7
"10:5b:ad:fa:55:af","2022-08-27 12:42:29",26.4
"10:5b:ad:fa:55:af","2022-08-27 14:35:48",50.3
"10:5b:ad:fa:55:af","2022-08-27 16:29:08",92
"10:5b:ad:fa:55:af","2022-08-27 18:22:28",19.5
"10:5b:ad:fa:55:af","2022-08-27 20:15:47",11.1
"10:5b:ad:fa:55:af","2022-08-27 22:09:07",9.3
"10:5b:ad:fa:55:af","2022-08-28 00:02:27",11.3
"10:5b:ad:fa:55:af","2022-08-28 01:55:46",11.7
"10:5b:ad:fa:55:af","2022-08-28 03:49:06",20.2
"10:5b:ad:fa:55:af","2022-08-28 05:42:26",22.6
"10:5b:ad:fa:55:af","2022-08-28 07:35:45",19.5
"10:5b:ad:fa:55:af","2022-08-28 09:29:05",12.2
"10:5b:ad:fa:55:af","2022-08-28 11:22:25",7
"10:5b:ad:fa:55:af","2022-08-28 13:15:44",8.8
"10:5b:ad:fa:55:af","2022-08-28 15:09:04",18.4
"10:5b:ad:fa:55:af","2022-08-28 17:02:24",15.4
"10:5b:ad:fa:55:af","2022-08-28 18:55:43",9.7
"10:5b:ad:fa:55:af","2022-08-28 20:49:03",46.5
"10:5b:ad:fa:55:af","2022-08-28 22:42:23",22.6
"10:5b:ad:fa:55:af","2022-08-29 00:35:42",3.2
"10:5b:ad:fa:55:af","2022-08-29 02:29:02",22.5
"10:5b:ad:fa:55:af","2022-08-29 04:22:22",11.3
"10:5b:ad:fa:55:af","2022-08-29 06:15:41",54.9
"10:5b:ad:fa:55:af","2022-08-29 08:09:01",1.1
"10:5b:ad:fa:55:af","2022-08-29 10:02:21",1.3
"10:5b:ad:fa:55:af","2022-08-29 11:55:40",9.3
"10:5b:ad:fa:55:af","2022-08-29 13:49:00",33.5
"10:5b:ad:fa:55:af","2022-08-29 15:42:19",18.4
"10:5b:ad:fa:55:af","2022-08-29 17:35:39",31.2
"10:5b:ad:fa:55:af","2022-08-29 19:28:59",74.4
"10:5b:ad:fa:55:af","2022-08-29 21:22:18",26.6
"10:5b:ad:fa:55:af","2022-08-29 23:15:38",26.6
"10:5b:ad:fa:55:af","2022-08-30 01:08:58",9.7
"10:5b:ad:fa:55:af","2022-08-30 03:02:17",7
"10:5b:ad:fa:55:af","2022-08-30 04:55:37",35.1
"10:5b:ad:fa:55:af","2022-08-30 06:48:57",5.1
"10:5b:ad:fa:55:af","2022-08-30 08:42:16",7.1
"10:5b:ad:fa:55:af","2022-08-30 10:35:36",18.4
"10:5b:ad:fa:55:af","2022-08-30 12:28:56",12.2
"10:5b:ad:fa:55:af","2022-08-30 14:22:15",1.7
"10:5b:ad:fa:55:af","2022-08-30 16:15:35",3.2
"10:5b:ad:fa:55:af","2022-08-30 18:08:55",5.9
"10:5b:ad:fa:55:af","2022-08-30 20:02:14",33.5
"10:5b:ad:fa:55:af","2022-08-30 21:55:34",22.4
"10:5b:ad:fa:55:af","2022-08-30 23:48:54",8.8
"10:5b:ad:fa:55:af","2022-08-31 01:42:13",44.4
"10:5b:ad:fa:55:af","2022-08-31 03:35:33",10.2
"10:5b:ad:fa:55:af","2022-08-31 05:28:53",9.5
"10:5b:ad:fa:55:af","2022-08-31 07:22:12",22.5
"10:5b:ad:fa:55:af","2022-08-31 09:15:32",5.1
"10:5b:ad:fa:55:af","2022-08-31 11:08:52",66.7
"10:5b:ad:fa:55:af","2022-08-31 13:02:11",92
"10:5b:ad:fa:55:af","2022-08-31 14:55:31",39.3
"10:5b:ad:fa:55:af","2022-08-31 16:48:51",11.1
"10:5b:ad:fa:55:af","2022-08-31 18:42:10",60
"10:5b:ad:fa:55:af","2022-08-31 20:35:30",1.1
"10:5b:ad:fa:55:af","2022-08-31 22:28:50",35.5
"10:5b:ad:fa:55:af","2022-09-01 00:22:09",7.3
"10:5b:ad:fa:55:af","2022-09-01 02:15:29",28.2
"10:5b:ad:fa:55:af","2022-09-01 04:08:49",66.2
"10:5b:ad:fa:55:af","2022-09-01 06:02:08",4.2
"10:5b:ad:fa:55:af","2022-09-01 07:55:28",27.1
"10:5b:ad:fa:55:af","2022-09-01 09:48:47",2.2
"10:5b:ad:fa:55:af","2022-09-01 11:42:07",5.1
"10:5b:ad:fa:55:af","2022-09-01 13:35:27",35.5
"10:5b:ad:fa:55:af","2022-09-01 15:28:46",27.1
"10:5b:ad:fa:55:af","2022-09-01 17:22:06",11.3
"10:5b:ad:fa:55:af","2022-09-01 19:15:26",1.1
"10:5b:ad:fa:55:af","2022-09-01 21:08:45",56.8
"10:5b:ad:fa:55:af","2022-09-01 23:02:05",6.1
"10:5b:ad:fa:55:af","2022-09-02 00:55:25",12.2
"10:5b:ad:fa:55:af","2022-09-02 02:48:44",27.1
"10:5b:ad:fa:55:af","2022-09-02 04:42:04",66.2
"10:5b:ad:fa:55:af","2022-09-02 06:35:24",93.6
"10:5b:ad:fa:55:af","2022-09-02 08:28:43",30.5
"10:5b:ad:fa:55:af","2022-09-02 10:22:03",7.1
"10:5b:ad:fa:55:af","2022-09-02 12:15:23",9.3
"10:5b:ad:fa:55:af","2022-09-02 14:08:42",54.9
"10:5b:ad:fa:55:af","2022-09-02 16:02:02",1.1
"10:5b:ad:fa:55:af","2022-09-02 17:55:22",29.7
"10:5b:ad:fa:55:af","2022-09-02 19:48:41",12.8
"10:5b:ad:fa:55:af","2022-09-02 21:42:01",8.8
"10:5b:ad:fa:55:af","2022-09-02 23:35:21",20.3
"10:5b:ad:fa:55:af","2022-09-03 01:28:40",5.9
"10:5b:ad:fa:55:af","2022-09-03 03:22:00",25.9
"10:5b:ad:fa:55:af","2022-09-03 05:15:20",7.1
"10:5b:ad:fa:55:af","2022-09-03 07:08:39",15.1
"10:5b:ad:fa:55:af","2022-09-03 09:01:59",56.8
"10:5b:ad:fa:55:af","2022-09-03 10:55:19",44.4
"10:5b:ad:fa:55:af","2022-09-03 12:48:38",44.4
"10:5b:ad:fa:55:af","2022-09-03 14:41:58",7.3
"10:5b:ad:fa:55:af","2022-09-03 16:35:18",24.3
"10:5b:ad:fa:55:af","2022-09-03 18:28:37",37
"10:5b:ad:fa:55:af","2022-09-03 20:21:57",5.1
"10:5b:ad:fa:55:af","2022-09-03 22:15:17",27.1
"10:5b:ad:fa:55:af","2022-09-04 00:08:36",3.9
"10:5b:ad:fa:55:af","2022-09-04 02:01:56",3.9
"10:5b:ad:fa:55:af","2022-09-04 03:55:15",56.8
"10:5b:ad:fa:55:af","2022-09-04 05:48:35",68.6
"10:5b:ad:fa:55:af","2022-09-04 07:41:55",66.2
"10:5b:ad:fa:55:af","2022-09-04 09:35:14",12.2
"10:5b:ad:fa:55:af","2022-09-04 11:28:34",53.1
"10:5b:ad:fa:55:af","2022-09-04 13:21:54",35.1
"10:5b:ad:fa:55:af","2022-09-04 15:15:13",27.9
"10:5b:ad:fa:55:af","2022-09-04 17:08:33",66.7
"10:5b:ad:fa:55:af","2022-09-04 19:01:53",27.1
"10:5b:ad:fa:55:af","2022-09-04 20:55:12",11.7
"10:5b:ad:fa:55:af","2022-09-04 22:48:32",28.2
"10:5b:ad:fa:55:af","2022-09-05 00:41:52",5.1
"10:5b:ad:fa:55:af","2022-09-05 02:35:11",36.4
"10:5b:ad:fa:55:af","2022-09-05 04:28:31",50.5
"10:5b:ad:fa:55:af","2022-09-05 06:21:51",19.5
"10:5b:ad:fa:55:af","2022-09-05 08:15:10",7.3
"10:5b:ad:fa:55:af","2022-09-05 10:08:30",11
"10:5b:ad:fa:55:af","2022-09-05 12:01:50",50.5
"10:5b:ad:fa:55:af","2022-09-05 13:55:09",2.9
"10:5b:ad:fa:55:af","2022-09-05 15:48:29",92
"10:5b:ad:fa:55:af","2022-09-05 17:41:49",3.2
"10:5b:ad:fa:55:af","2022-09-05 19:35:08",2.9
"10:5b:ad:fa:55:af","2022-09-05 21:28:28",30.5
"10:5b:ad:fa:55:af","2022-09-05 23:21:48",27.9
