"fkMetrica","idComponente","idServidor","horario","valorLido"
4,2,"5c:cd:5b:bf:96:a4","30/10/2022 23:08:09",36
4,2,"5c:cd:5b:bf:96:a4","31/10/2022 01:02:54",37
4,2,"5c:cd:5b:bf:96:a4","31/10/2022 02:57:40",36
4,2,"5c:cd:5b:bf:96:a4","31/10/2022 04:52:25",42
4,2,"5c:cd:5b:bf:96:a4","31/10/2022 06:47:10",40
4,2,"5c:cd:5b:bf:96:a4","31/10/2022 08:41:56",36
4,2,"5c:cd:5b:bf:96:a4","31/10/2022 10:36:41",39
4,2,"5c:cd:5b:bf:96:a4","31/10/2022 12:31:26",35
4,2,"5c:cd:5b:bf:96:a4","31/10/2022 14:26:12",42
4,2,"5c:cd:5b:bf:96:a4","31/10/2022 16:20:57",35
4,2,"5c:cd:5b:bf:96:a4","31/10/2022 18:15:42",37
4,2,"5c:cd:5b:bf:96:a4","31/10/2022 20:10:28",35
4,2,"5c:cd:5b:bf:96:a4","31/10/2022 22:05:13",39
4,2,"5c:cd:5b:bf:96:a4","31/10/2022 23:59:59",35
